# Minimal Reproduction Dataset Exported from LATOOLS on 2018:04:13 10:02:16
# Analysis described in '../analysis.log'
# Run latools.reproduce to import analysis.
#
# Sample: Sample-1
# Analysis Time: 2015-10-29 15:11:05
Time,Al27,Ba137,Ba138,Ca43,Ca44,Mg24,Mg25,Mn55,Sr88
81.056,13805.36,125.0,937.53,474680.286,7255293.91,277545.12,41448.2,8652.16,1118309.1638400003
81.413,16852.2124,162.5,987.53,460465.11,7255293.91,277545.12,41448.2,9602.672,1059228.5376000002
81.77,18009.12,137.5,937.53,460465.11,7255293.91,277545.12,40138.4648,9592.664400000001,974566.7774400002
82.127,20632.102,137.5,937.53,460465.11,7255293.91,277545.12,37990.5,9582.6584,836025.0800800002
82.484,21813.38,137.5,912.53,460465.11,7255293.91,274128.057568,37639.75,9302.49,707045.5175200002
82.841,22614.38,137.5,837.52,460465.11,7255293.91,272643.31784,37815.12,8602.13,450028.07
83.198,23515.55,125.0,837.52,460465.11,7255293.91,265361.61,37815.12,7901.8,450028.07
83.555,24416.77,125.0,837.52,460465.11,7311164.582624001,265361.61,37815.12,8566.1232,450028.07
83.912,24416.77,125.0,837.52,467840.02560000005,7308030.895904002,265361.61,37815.12,8822.256,450028.07
84.269,24416.77,125.0,837.52,468609.91,7284423.028912,265361.61,37815.12,8201.94,450028.07
84.626,24416.77,125.0,837.52,468609.91,7202207.968208,265361.61,35986.34,8952.31,450028.07
84.983,24416.77,125.0,1075.04,468609.91,7118276.924800001,265361.61,35986.34,9392.560000000001,468240.32120000006
85.34,24416.77,125.0,1025.03,468609.91,6938268.91,265361.61,35986.34,9892.832,475828.7592000001
85.697,31052.495200000005,125.0,1025.03,473012.16952000005,6938268.91,267132.066928,36061.49,9152.41,483417.1972000001
86.054,34433.32,125.0,1025.03,469194.18752000004,6938268.91,268676.58632,34914.27,9632.69,487970.26
86.411,38193.94720000001,125.0,1025.03,465376.20552,6938268.91,265335.56832,34182.79,8902.28,487970.26
86.768,39793.08432000001,125.0,1025.03,449520.0,6938268.91,259847.74831999998,32279.24,8802.23,485694.97576
87.126,41797.354400000004,137.5,875.02,449520.0,6913874.993568001,248656.52,32279.24,7651.69,484940.31640000007
87.483,41634.56928000001,150.0,875.02,449520.0,6883525.971952001,243485.86,32279.24,7651.69,477624.07240000006
87.84,40240.58313600001,112.5,875.02,444912.27600000007,6823019.093952001,243485.86,32279.24,7651.69,469907.8864000001
88.197,40205.768000000004,87.5,875.02,438000.69,6762512.215952001,239850.924,32279.24,7651.69,451389.04
88.554,35936.3,87.5,875.02,438000.69,6635734.52,234398.52,32279.24,8251.96,451389.04
88.911,35936.3,125.0,700.02,433869.96252800006,6590441.043216,234398.52,33571.664000000004,8992.358,451389.04
89.268,35936.3,150.0,700.02,426240.7476160001,6436220.824176,230186.330128,33686.873999999996,9352.52,451389.04
89.625,34806.96272,150.0,700.02,410998.2485600001,6196230.363792,223736.434464,32208.4804,9052.36,451389.04
